body_type,km,ownerno,brand,model,modelyear,price_in_lakh,insurance_validity,fuel_type,seats,transmission,top_features_count,comfort_count,safety_count,mileage,color,displacement,city
Hatchback,10000,1,Citroen,Citroen C3,2022,7.8,Third Party insurance,Petrol,5,Manual,9,10,22,19.3,Gray,1198,Bangalore
Hatchback,60000,1,Honda,Honda Jazz,2018,8.0,Third Party insurance,Petrol,5,Manual,9,14,22,18.7,Others,1199,Bangalore
Sedan,30000,1,Honda,Honda City,2020,9.25,Third Party insurance,Petrol,5,Manual,9,24,32,18.6,Others,1498,Bangalore
Sedan,50000,1,Maruti,Maruti Ciaz,2017,7.75,Third Party insurance,Petrol,5,Manual,9,22,23,20.73,Others,1373,Bangalore
Hatchback,80000,2,Tata,Tata Nano,2011,70.0,Third Party insurance,Petrol,4,Manual,9,11,12,19.095,Other,624,Bangalore
SUV,70000,2,Renault,Renault Duster,2014,5.0,Third Party insurance,Diesel,5,Manual,9,15,22,19.01,Others,1461,Bangalore
Sedan,120000,2,Maruti,Maruti Swift Dzire,2009,3.5,Third Party insurance,Diesel,5,Manual,9,12,14,19.3,Others,1248,Bangalore
MUV,120000,2,Toyota,Toyota Innova,2012,11.25,Third Party insurance,Diesel,7,Manual,9,11,13,12.99,Others,2494,Bangalore
Sedan,20000,2,Honda,Honda Amaze,2020,8.3,Third Party insurance,Petrol,5,Automatic,9,20,29,18.3,Others,1199,Bangalore
SUV,37354,1,Kia,Kia Seltos,2020,14.75,Third Party insurance,Diesel,5,Automatic,9,22,30,17.8,Orange,1493,Bangalore
SUV,80426,2,Mahindra,Mahindra XUV500,2014,8.34,Comprehensive,Diesel,7,Manual,9,17,20,15.1,Others,2179,Bangalore
Sedan,89801,1,Maruti,Maruti Ciaz,2016,6.74,Comprehensive,Petrol,5,Manual,9,20,23,20.73,Silver,1373,Bangalore
Sedan,120000,4,Opel,OpelCorsa,2004,65.0,Third Party insurance,Petrol,5,Manual,9,3,1,14.2,Black,1389,Bangalore
Hatchback,69199,2,Hyundai,Hyundai Grand i10,2019,5.47,Zero Dep,Petrol,5,Manual,9,19,24,18.9,Red,1197,Bangalore
Hatchback,78249,3,Maruti,Maruti Swift,2012,4.13,Third Party insurance,Petrol,5,Manual,9,11,26,22.38,Red,1197,Bangalore
MUV,26918,1,Toyota,Toyota Innova Crysta,2018,23.25,Comprehensive,Diesel,8,Manual,9,22,27,13.68,Golden,2393,Bangalore
Hatchback,29905,1,Maruti,Maruti Swift,2021,7.09,Zero Dep,Petrol,5,Manual,9,11,26,22.38,Others,1197,Bangalore
MUV,37678,2,Toyota,Toyota Innova Crysta,2018,22.95,Comprehensive,Diesel,7,Automatic,9,23,31,11.36,White,2755,Bangalore
Hatchback,60442,2,Honda,Honda Jazz,2017,5.28,Comprehensive,Petrol,5,Manual,9,14,22,18.7,Brown,1199,Bangalore
SUV,66463,1,Renault,Renault Duster,2014,6.91,Comprehensive,Diesel,5,Manual,9,15,21,20.45,Black,1461,Bangalore
Sedan,40844,1,Skoda,Skoda Rapid,2020,11.45,Comprehensive,Petrol,5,Automatic,9,17,24,16.24,Silver,999,Bangalore
Hatchback,62696,1,Volkswagen,Volkswagen Polo,2021,8.55,Third Party insurance,Petrol,5,Manual,9,13,22,19.095,White,999,Bangalore
Hatchback,30000,1,Maruti,Maruti Swift,2021,8.0,Third Party insurance,Petrol,5,Automatic,9,15,29,21.21,Others,1197,Bangalore
Sedan,44000,1,Ford,Ford Aspire,2017,5.5,Comprehensive,Petrol,5,Manual,9,18,23,18.16,Grey,1196,Bangalore
Hatchback,70000,2,Hyundai,Hyundai i20,2012,4.0,Third Party insurance,Petrol,5,Manual,9,19,15,18.5,Others,1197,Bangalore
Hatchback,120000,1,Tata,Tata Indica V2,2012,1.3,Third Party insurance,Diesel,5,Manual,8,6,9,19.095,Silver,1396,Bangalore
Sedan,120000,4,Hyundai,Hyundai Verna,2012,3.75,Third Party insurance,Diesel,5,Manual,9,14,23,22.32,Black,1582,Bangalore
Sedan,40000,1,Maruti,Maruti Swift Dzire,2020,6.5,Third Party insurance,Petrol,5,Manual,9,19,29,21.21,Others,1197,Bangalore
SUV,10000,1,Jeep,Jeep Compass,2021,25.5,Third Party insurance,Petrol,5,Automatic,9,25,37,14.1,Others,1368,Bangalore
SUV,80000,1,Kia,Kia Sonet,2021,13.0,Third Party insurance,Diesel,5,Manual,9,24,30,19.095,Others,1493,Bangalore
Hatchback,79415,1,Maruti,Maruti Baleno,2016,6.09,Zero Dep,Petrol,5,Manual,9,15,28,21.4,Blue,1197,Bangalore
Sedan,88411,1,Maruti,Maruti Swift Dzire,2017,6.78,Zero Dep,Diesel,5,Automatic,9,17,22,26.59,Red,1248,Bangalore
Sedan,120000,4,Volkswagen,Volkswagen Vento,2011,3.75,Third Party insurance,Diesel,5,Manual,9,17,18,20.54,Others,1598,Bangalore
Hatchback,106516,1,Maruti,Maruti Swift,2012,4.49,Third Party insurance,Diesel,5,Manual,9,11,15,22.9,Others,1248,Bangalore
Hatchback,88509,2,Maruti,Maruti Swift,2015,5.52,Comprehensive,Diesel,5,Manual,9,10,21,25.2,Red,1248,Bangalore
SUV,120000,1,Mahindra,Mahindra XUV500,2015,9.25,Third Party insurance,Diesel,7,Manual,9,17,22,15.1,Silver,1997,Bangalore
Sedan,80000,2,Ford,Ford Ikon,2004,56.0,Third Party insurance,Petrol,5,Manual,9,11,12,14.2,Silver,1597,Bangalore
Hatchback,44437,1,Maruti,Maruti Swift,2013,4.26,Comprehensive,Petrol,5,Manual,8,5,19,22.38,Others,1197,Bangalore
Hatchback,83731,2,Hyundai,Hyundai i20,2015,6.07,Third Party insurance,Diesel,5,Manual,9,17,24,22.54,Others,1396,Bangalore
SUV,77000,1,Mahindra,Mahindra Bolero Power Plus,2018,8.45,Comprehensive,Diesel,7,Manual,9,14,20,16.5,White,1493,Bangalore
SUV,23000,2,MG,MG Hector,2020,16.5,Comprehensive,Petrol,5,Automatic,9,28,32,19.095,Black,1451,Bangalore
Hatchback,110000,3,Ford,Ford Figo,2012,2.4,Third Party insurance,Diesel,5,Manual,9,8,14,19.095,Others,1399,Bangalore
Hatchback,30000,1,Maruti,Maruti Wagon R,2022,6.8,Third Party insurance,Petrol,5,Automatic,9,10,27,20.52,Others,1197,Bangalore
MUV,120000,2,Toyota,Toyota Innova,2006,5.0,Third Party insurance,Diesel,7,Manual,9,14,11,12.8,Others,2494,Bangalore
Sedan,60000,2,Tata,Tata Manza,2011,2.5,Third Party insurance,Petrol,5,Manual,9,15,15,13.7,Others,1368,Bangalore
Hatchback,80000,1,Maruti,Maruti Baleno,2018,7.2,Third Party insurance,Petrol,5,Manual,9,15,28,21.4,Others,1197,Bangalore
Hatchback,110000,4,Tata,Tata Nano,2011,60.0,Third Party insurance,Petrol,4,Manual,9,11,12,19.095,Others,624,Bangalore
Sedan,70000,5,Skoda,Skoda Superb,2010,3.57,Third Party insurance,Petrol,5,Automatic,9,19,25,12.6,Others,1798,Bangalore
Sedan,45621,1,Maruti,Maruti Ciaz,2018,7.98,Third Party insurance,Petrol,5,Manual,9,21,27,21.56,Silver,1462,Bangalore
SUV,38199,2,Renault,Renault Captur,2018,8.58,Zero Dep,Diesel,5,Manual,9,26,27,20.37,Brown,1461,Bangalore
Sedan,90000,3,Maruti,Maruti Esteem,2004,80.0,Third Party insurance,Petrol,5,Manual,4,9,0,15.9,Silver,1298,Bangalore
Hatchback,91660,1,Hyundai,Hyundai i20,2016,6.08,Zero Dep,Petrol,5,Manual,9,18,24,18.6,White,1197,Bangalore
Sedan,51947,2,Honda,Honda City,2015,6.98,Comprehensive,Petrol,5,Manual,9,18,23,17.4,White,1497,Bangalore
MUV,80000,2,Tata,Tata Hexa,2018,12.5,Third Party insurance,Diesel,7,Manual,9,22,22,17.6,Others,2179,Bangalore
SUV,76836,2,Maruti,Maruti SX4 S Cross,2016,7.51,Third Party insurance,Diesel,5,Manual,9,21,22,23.65,Silver,1248,Bangalore
Hatchback,27000,2,Honda,Honda Brio,2015,5.35,Comprehensive,Petrol,5,Automatic,9,12,21,16.5,White,1198,Bangalore
Sedan,33222,1,Hyundai,Hyundai Verna,2017,10.35,Zero Dep,Petrol,5,Automatic,9,26,31,19.095,Red,1591,Bangalore
Hatchback,47333,1,Hyundai,Hyundai i10,2013,3.28,Comprehensive,Petrol,5,Manual,9,7,10,19.81,Red,1086,Bangalore
Hatchback,20000,1,Hyundai,Hyundai Grand i10 Nios,2021,7.25,Third Party insurance,Petrol,5,Automatic,9,14,24,20.7,Others,1197,Bangalore
Sedan,46000,1,Hyundai,Hyundai Verna,2017,7.4,Comprehensive,Petrol,5,Manual,9,16,26,17.01,Maroon,1591,Bangalore
MUV,68000,1,Toyota,Toyota Innova,2012,8.75,Third Party insurance,Diesel,7,Manual,9,13,22,12.99,Silver,2494,Bangalore
Hatchback,40000,2,Nissan,Nissan Micra Active,2015,4.8,Third Party insurance,Petrol,5,Manual,9,11,26,19.69,Green,1198,Bangalore
Sedan,90000,2,Mitsubishi,Mitsubishi Lancer,2001,76.0,Third Party insurance,Diesel,5,Manual,9,14,14,14.8,Silver,1998,Bangalore
Sedan,80000,1,Ford,Ford Fiesta,2010,1.9,Third Party insurance,Petrol,5,Manual,9,12,16,15.3,Black,1596,Bangalore
Hatchback,90000,4,Hyundai,Hyundai i10,2010,2.1,Third Party insurance,Petrol,5,Manual,8,6,11,19.81,Others,1086,Bangalore
Hatchback,80000,1,Maruti,Maruti Swift,2014,4.8,Third Party insurance,Diesel,5,Manual,9,10,21,25.2,Others,1248,Bangalore
Sedan,150000,2,Hyundai,Hyundai Verna,2012,3.8,Third Party insurance,Diesel,5,Manual,9,11,13,22.32,Others,1582,Bangalore
SUV,20000,1,Tata,Tata Nexon,2022,12.8,Third Party insurance,Petrol,5,Manual,9,21,25,17.57,Others,1199,Bangalore
SUV,43791,1,Ford,Ford Ecosport,2016,7.7,Comprehensive,Petrol,5,Automatic,9,15,25,15.63,Black,1499,Bangalore
Hatchback,87660,1,Maruti,Maruti Swift,2018,5.99,Third Party insurance,Petrol,5,Automatic,9,10,26,22.56,Red,1197,Bangalore
SUV,90000,5,Mahindra,Mahindra XUV500,2016,8.0,Third Party insurance,Diesel,7,Automatic,9,23,30,19.095,Others,2179,Bangalore
Hatchback,71938,3,Hyundai,Hyundai Santro Xing,2011,2.32,Comprehensive,Petrol,5,Manual,9,9,16,17.92,Others,1086,Bangalore
Sedan,104938,2,Hyundai,Hyundai Verna,2013,5.25,Comprehensive,Petrol,5,Manual,9,16,25,17.01,Silver,1591,Bangalore
Sedan,30000,1,Honda,Honda City,2020,9.5,Third Party insurance,Petrol,5,Manual,9,21,24,17.4,Others,1497,Bangalore
Sedan,124707,2,Skoda,Skoda Rapid,2017,6.35,Third Party insurance,Petrol,5,Manual,9,22,27,15.41,White,1598,Bangalore
Hatchback,70000,2,Volkswagen,Volkswagen Polo,2012,4.0,Third Party insurance,Diesel,5,Manual,9,11,16,22.07,Others,1199,Bangalore
SUV,88556,1,Hyundai,Hyundai Creta,2017,9.66,Comprehensive,Petrol,5,Manual,9,21,24,19.095,Silver,1591,Bangalore
SUV,48743,1,Ford,Ford Ecosport,2017,7.81,Comprehensive,Diesel,5,Manual,9,16,20,22.77,Orange,1498,Bangalore
SUV,100000,2,BMW,BMW X3,2016,28.0,Third Party insurance,Diesel,5,Automatic,9,20,28,18.56,Others,1995,Bangalore
Sedan,100000,2,Skoda,Skoda Superb,2012,3.85,Third Party insurance,Petrol,5,Manual,9,20,29,13.7,Others,1798,Bangalore
SUV,120000,4,Mahindra,Mahindra XUV500,2012,6.0,Third Party insurance,Diesel,7,Manual,9,17,22,15.1,Others,2179,Bangalore
SUV,70000,2,Mahindra,Mahindra TUV 300,2016,6.0,Third Party insurance,Diesel,7,Manual,9,10,23,18.49,Others,1493,Bangalore
Sedan,90000,2,Skoda,Skoda Superb,2012,3.65,Third Party insurance,Petrol,5,Manual,9,20,29,13.7,Others,1798,Bangalore
Pickup Trucks,70000,1,Mahindra,Mahindra Bolero Camper,2019,7.49,Third Party insurance,Diesel,5,Manual,8,6,5,19.095,Others,2523,Bangalore
Hatchback,120000,1,Fiat,Fiat Punto,2014,3.5,Third Party insurance,Diesel,5,Manual,9,11,16,20.3,Others,1248,Bangalore
SUV,20000,1,Hyundai,Hyundai Alcazar,2022,23.5,Third Party insurance,Petrol,6,Automatic,9,28,32,14.2,Gray,1999,Bangalore
Hatchback,20000,1,Hyundai,Hyundai i20,2020,7.0,Third Party insurance,Petrol,5,Manual,9,16,26,18.6,Others,1197,Bangalore
Hatchback,50000,2,Hyundai,Hyundai EON,2012,2.3,Third Party insurance,Petrol,5,Manual,8,7,12,21.1,Others,814,Bangalore
SUV,51338,1,Honda,Honda WR-V,2018,8.75,Comprehensive,Petrol,5,Manual,9,21,28,17.5,Red,1199,Bangalore
SUV,97334,1,Hyundai,Hyundai Creta,2017,9.25,Comprehensive,Petrol,5,Manual,9,22,24,15.29,Silver,1591,Bangalore
SUV,53031,2,Hyundai,Hyundai Creta,2016,9.3,Comprehensive,Petrol,5,Manual,9,21,24,19.095,Red,1591,Bangalore
SUV,51580,2,Hyundai,Hyundai Creta,2016,8.98,Comprehensive,Petrol,5,Manual,9,21,24,19.095,Red,1591,Bangalore
Sedan,57000,2,Mercedes-Benz,Mercedes-Benz CLA,2017,23.95,Comprehensive,Diesel,5,Automatic,9,24,28,17.9,Red,2143,Bangalore
Hatchback,23920,1,Maruti,Maruti S-Presso,2020,4.49,Third Party insurance,Petrol,5,Manual,9,8,20,21.7,Red,998,Bangalore
SUV,65000,1,Hyundai,Hyundai Creta,2018,14.85,Comprehensive,Diesel,5,Automatic,9,21,24,17.01,White,1582,Bangalore
Hatchback,66434,2,Honda,Honda Brio,2012,3.35,Comprehensive,Petrol,5,Manual,9,10,16,19.4,Others,1198,Bangalore
SUV,54097,1,Honda,Honda WR-V,2017,8.25,Comprehensive,Petrol,5,Manual,9,21,28,17.5,White,1199,Bangalore
Hatchback,27655,1,Toyota,Toyota Glanza,2021,9.35,Third Party insurance,Petrol,5,Automatic,9,20,28,19.56,White,1197,Bangalore
Sedan,14955,1,BMW,BMW 3 Series GT,2018,38.25,Third Party insurance,Diesel,5,Automatic,9,28,33,21.76,Blue,1995,Bangalore
SUV,10000,1,Hyundai,Hyundai Alcazar,2022,23.5,Third Party insurance,Petrol,7,Automatic,9,29,32,14.2,Gray,1999,Bangalore
SUV,50000,1,Volkswagen,Volkswagen T-Roc,2020,25.0,Third Party insurance,Petrol,5,Automatic,9,27,37,18.4,Black,1498,Bangalore
SUV,10000,1,Kia,Kia Seltos,2022,15.4,Third Party insurance,Petrol,5,Manual,9,19,30,16.8,Others,1497,Bangalore
SUV,70000,2,Hyundai,Hyundai Creta,2019,12.9,Third Party insurance,Diesel,5,Automatic,9,27,30,17.6,Others,1582,Bangalore
Sedan,150000,3,Hyundai,Hyundai Elantra,2007,50.0,Third Party insurance,Diesel,5,Manual,9,16,20,14.9,Gray,1991,Bangalore
SUV,10000,2,Kia,Kia Sonet,2021,10.25,Third Party insurance,Petrol,5,Manual,9,18,30,18.2,White,998,Bangalore
Sedan,110000,3,Honda,Honda City,2016,6.0,Third Party insurance,Diesel,5,Manual,9,21,23,19.095,Others,1498,Bangalore
Minivans,30000,1,Maruti,Maruti Eeco,2020,4.35,Third Party insurance,Petrol,7,Manual,8,2,13,16.11,Others,1196,Bangalore
SUV,14338,2,Honda,Honda WR-V,2017,8.08,Third Party insurance,Petrol,5,Manual,9,21,28,17.5,Brown,1199,Bangalore
Hatchback,73799,2,Maruti,Maruti Wagon R,2011,2.78,Comprehensive,Petrol,5,Manual,8,5,11,18.9,Blue,998,Bangalore
SUV,39139,1,Mahindra,Mahindra XUV300,2021,12.61,Comprehensive,Petrol,5,Automatic,9,19,30,16.5,White,1197,Bangalore
SUV,20000,1,Hyundai,Hyundai Venue,2020,8.5,Third Party insurance,Petrol,5,Manual,9,19,29,17.52,Gray,1197,Bangalore
Hatchback,89633,2,Hyundai,Hyundai EON,2014,2.7,Third Party insurance,Petrol,5,Manual,8,9,13,21.1,White,814,Bangalore
SUV,70000,3,BMW,BMW X1,2011,10.0,Third Party insurance,Diesel,5,Automatic,9,20,27,17.05,Others,1995,Bangalore
MUV,16826,2,Maruti,Maruti Ertiga,2017,8.45,Comprehensive,Petrol,7,Manual,9,19,28,20.51,Silver,1462,Bangalore
Hatchback,25133,2,Maruti,Maruti Ignis,2017,5.08,Third Party insurance,Petrol,5,Manual,8,6,20,20.89,White,1197,Bangalore
Hatchback,80000,1,Maruti,Maruti Alto 800,2018,3.4,Third Party insurance,Petrol,5,Manual,9,7,14,24.7,Others,796,Bangalore
SUV,25000,1,Volvo,Volvo XC40,2020,39.0,Comprehensive,Petrol,5,Automatic,9,30,37,19.095,Red,1969,Bangalore
MUV,90000,1,Toyota,Toyota Innova,2014,12.25,Third Party insurance,Diesel,8,Manual,9,13,22,12.99,Others,2494,Bangalore
MUV,90000,1,Toyota,Toyota Innova,2014,12.75,Third Party insurance,Diesel,8,Manual,9,13,22,12.99,Others,2494,Bangalore
SUV,10000,1,Jeep,Jeep Compass,2022,29.0,Third Party insurance,Petrol,5,Automatic,9,25,38,14.1,Others,1368,Bangalore
SUV,70000,2,Mahindra,Mahindra XUV300,2019,8.0,Third Party insurance,Petrol,5,Manual,9,20,35,19.095,Others,1197,Bangalore
Sedan,110000,1,Mercedes-Benz,Mercedes-Benz E-Class,2016,28.0,Third Party insurance,Diesel,5,Automatic,9,22,27,19.095,Others,2143,Bangalore
Hatchback,20000,2,Hyundai,Hyundai Santro Xing,2006,1.5,Third Party insurance,Petrol,5,Manual,0,0,0,19.095,Others,1086,Bangalore
SUV,10000,1,Nissan,Nissan Magnite,2021,6.38,Third Party insurance,Petrol,5,Manual,9,13,29,18.75,Brown,999,Bangalore
Hatchback,20000,2,Datsun,Datsun RediGO,2019,3.15,Third Party insurance,Petrol,5,Manual,9,10,15,22.7,Others,799,Bangalore
SUV,34990,1,Kia,Kia Sonet,2020,13.28,Comprehensive,Diesel,5,Manual,9,24,30,19.095,Black,1493,Bangalore
Hatchback,33210,1,Maruti,Maruti Celerio,2016,4.9,Comprehensive,Petrol,5,Automatic,9,11,20,23.1,White,998,Bangalore
Sedan,80000,2,Hyundai,Hyundai Verna,2020,10.5,Third Party insurance,Diesel,5,Manual,9,27,32,19.095,Others,1582,Bangalore
Hatchback,28051,2,Maruti,Maruti Celerio,2015,4.3,Comprehensive,Petrol,5,Automatic,8,10,23,26.68,Blue,998,Bangalore
MUV,22280,1,Kia,Kia Carens,2022,17.24,Comprehensive,Petrol,6,Automatic,9,24,30,16.5,Black,1353,Bangalore
Hatchback,120000,2,Maruti,Maruti Swift,2007,2.7,Third Party insurance,Diesel,5,Manual,6,10,0,17.8,Others,1248,Bangalore
Hatchback,21193,1,Hyundai,Hyundai Grand i10,2017,5.17,Comprehensive,Petrol,5,Manual,9,16,24,18.9,Blue,1197,Bangalore
Sedan,120000,2,Skoda,Skoda Superb,2010,4.0,Third Party insurance,Petrol,5,Automatic,9,20,25,19.095,Red,3597,Bangalore
Hatchback,7150,1,Hyundai,Hyundai Grand i10 Nios,2021,6.27,Third Party insurance,Petrol,5,Manual,9,13,23,20.7,White,1197,Bangalore
Hatchback,13262,1,Tata,Tata Tiago,2016,5.1,Third Party insurance,Petrol,5,Manual,9,14,24,23.84,Orange,1199,Bangalore
Sedan,100000,3,Chevrolet,Chevrolet Cruze,2012,2.5,Third Party insurance,Diesel,5,Manual,9,17,12,17.3,Others,1998,Bangalore
SUV,100000,4,BMW,BMW X3,2012,16.0,Third Party insurance,Diesel,5,Automatic,9,23,26,16.09,Others,1995,Bangalore
Hatchback,100000,2,Maruti,Maruti Baleno,2016,5.75,Third Party insurance,Petrol,5,Manual,9,11,24,21.4,Others,1197,Bangalore
MUV,90000,1,Chevrolet,Chevrolet Enjoy,2014,4.1,Third Party insurance,Diesel,7,Manual,9,12,19,18.2,Others,1248,Bangalore
SUV,40000,2,Tata,Tata Nexon,2018,9.25,Third Party insurance,Petrol,5,Automatic,9,17,24,19.095,Others,1198,Bangalore
Hatchback,50000,2,Hyundai,Hyundai i20,2013,4.75,Third Party insurance,Diesel,5,Manual,9,10,19,21.9,Others,1396,Bangalore
Hatchback,50000,3,Tata,Tata Nano,2015,1.85,Third Party insurance,Petrol,4,Manual,9,7,12,25.4,Violet,624,Bangalore
Hatchback,50000,3,Hyundai,Hyundai Santro Xing,2008,2.25,Third Party insurance,Petrol,5,Manual,9,9,16,17.92,Red,1086,Bangalore
SUV,21000,1,Volkswagen,Volkswagen Tiguan Allspace,2021,32.75,Comprehensive,Petrol,7,Automatic,9,35,36,17.01,Blue,1984,Bangalore
SUV,38000,1,Volvo,Volvo XC40,2019,37.5,Comprehensive,Diesel,5,Automatic,9,23,31,19.095,Red,1969,Bangalore
MUV,61902,1,Renault,Renault Triber,2019,5.14,Third Party insurance,Petrol,7,Manual,8,10,20,19.095,Orange,999,Bangalore
Hatchback,38396,1,Datsun,Datsun RediGO,2018,3.47,Comprehensive,Petrol,5,Automatic,9,10,19,19.095,White,999,Bangalore
Sedan,30000,3,Honda,Honda City,2004,1.0,Third Party insurance,Petrol,5,Manual,2,9,0,12.8,Silver,1493,Bangalore
SUV,7561,1,Kia,Kia Sonet,2022,13.29,Comprehensive,Petrol,5,Manual,9,24,30,18.2,White,998,Bangalore
Hatchback,30000,1,Hyundai,Hyundai EON,2017,3.0,Third Party insurance,Petrol,5,Manual,9,9,15,21.1,Others,814,Bangalore
Sedan,6731,1,Skoda,Skoda Slavia,2022,13.58,Third Party insurance,Petrol,5,Manual,9,22,29,19.47,Black,999,Bangalore
SUV,20000,1,Jeep,Jeep Compass,2019,15.0,Third Party insurance,Petrol,5,Manual,9,13,21,19.095,Gray,1368,Bangalore
Hatchback,55567,1,Maruti,Maruti Swift,2018,6.42,Third Party insurance,Petrol,5,Automatic,9,12,28,21.21,Silver,1197,Bangalore
SUV,48938,2,Renault,Renault Kiger,2021,9.11,Third Party insurance,Petrol,5,Automatic,9,18,22,18.24,Silver,999,Bangalore
Hatchback,80000,2,Maruti,Maruti Swift,2017,5.5,Third Party insurance,Diesel,5,Manual,9,12,24,28.4,Others,1248,Bangalore
SUV,80000,1,Renault,Renault Duster,2013,4.2,Third Party insurance,Diesel,5,Manual,9,15,22,19.01,Others,1461,Bangalore
Hatchback,10000,1,Ford,Ford Figo,2010,4.5,Third Party insurance,Petrol,5,Manual,9,10,16,15.6,Others,1196,Bangalore
SUV,10000,1,Kia,Kia Seltos,2022,15.65,Third Party insurance,Petrol,5,Manual,9,19,30,16.8,Others,1497,Bangalore
Hatchback,60000,2,Tata,Tata Tiago,2016,4.5,Third Party insurance,Petrol,5,Manual,9,14,24,23.84,Others,1199,Bangalore
Sedan,71545,1,Ford,Ford Aspire,2015,4.6,Comprehensive,Petrol,5,Automatic,9,16,27,17.01,White,1499,Bangalore
Hatchback,60000,1,Hyundai,Hyundai Santro Xing,2007,2.0,Third Party insurance,Petrol,5,Manual,0,0,0,19.095,Silver,1086,Bangalore
SUV,80000,2,Mahindra,Mahindra TUV 300,2016,6.79,Third Party insurance,Diesel,7,Automatic,9,10,23,18.49,Others,1493,Bangalore
Minivans,120000,5,Maruti,Maruti Omni,2015,2.3,Third Party insurance,CNG,8,Manual,0,0,0,10.9,White,796,Bangalore
SUV,60000,1,Kia,Kia Seltos,2020,12.0,Third Party insurance,Petrol,5,Manual,9,19,30,16.8,Others,1497,Bangalore
Hatchback,56577,1,Hyundai,Hyundai Grand i10,2016,5.43,Comprehensive,Petrol,5,Automatic,9,16,17,18.9,Blue,1197,Bangalore
SUV,56974,2,Hyundai,Hyundai Creta,2018,10.35,Comprehensive,Petrol,5,Automatic,9,21,24,19.095,White,1591,Bangalore
SUV,10000,1,Hyundai,Hyundai Venue,2021,11.5,Third Party insurance,Petrol,5,Manual,9,25,35,19.095,Others,998,Bangalore
Hatchback,40344,1,Hyundai,Hyundai i20,2013,4.79,Comprehensive,Petrol,5,Manual,9,11,20,18.5,Silver,1197,Bangalore
SUV,36216,3,Ford,Ford Ecosport,2018,7.36,Comprehensive,Diesel,5,Manual,9,15,28,19.095,Black,1498,Bangalore
Hatchback,10000,1,Renault,Renault KWID,2022,5.3,Third Party insurance,Petrol,5,Automatic,9,10,22,19.095,Others,999,Bangalore
SUV,45965,2,Hyundai,Hyundai Creta,2017,8.8,Comprehensive,Petrol,5,Manual,9,16,23,15.29,White,1591,Bangalore
MUV,10000,1,Toyota,Toyota Innova Crysta,2021,26.0,Third Party insurance,Petrol,7,Automatic,9,23,33,19.095,Others,2694,Bangalore
Sedan,74982,1,Honda,Honda City,2016,7.89,Comprehensive,Petrol,5,Automatic,9,21,23,19.095,Brown,1497,Bangalore
SUV,21925,1,Tata,Tata Nexon,2020,10.3,Comprehensive,Petrol,5,Automatic,9,17,24,19.095,Silver,1198,Bangalore
Sedan,120000,1,Skoda,Skoda Rapid,2015,6.0,Third Party insurance,Diesel,5,Automatic,9,18,21,21.66,Silver,1498,Bangalore
Sedan,70000,2,Honda,Honda City,2010,2.5,Third Party insurance,Petrol,5,Manual,9,17,20,19.095,Others,1497,Bangalore
Sedan,80000,3,Honda,Honda Amaze,2014,3.9,Third Party insurance,Diesel,5,Manual,9,15,18,25.8,Others,1498,Bangalore
Hatchback,90000,2,Maruti,Maruti Swift,2009,2.8,Third Party insurance,Petrol,5,Manual,8,11,15,16.1,Others,1298,Bangalore
SUV,20000,1,Nissan,Nissan Magnite,2021,9.2,Third Party insurance,Petrol,5,Manual,9,23,36,18.75,Others,999,Bangalore
SUV,50000,1,Mahindra,Mahindra Thar,2021,16.0,Third Party insurance,Diesel,4,Automatic,9,12,24,19.095,Others,2184,Bangalore
SUV,10000,1,Nissan,Nissan Magnite,2021,6.5,Third Party insurance,Petrol,5,Manual,9,13,29,18.75,Brown,999,Bangalore
Hatchback,80000,4,Hyundai,Hyundai i10,2010,2.4,Third Party insurance,Petrol,5,Manual,8,12,12,20.36,Silver,1197,Bangalore
SUV,61000,1,Land Rover,Land Rover Discovery Sport,2018,44.45,Comprehensive,Diesel,7,Automatic,9,20,28,12.51,White,2179,Bangalore
MUV,50000,1,Mahindra,Mahindra Marazzo,2019,13.5,Third Party insurance,Diesel,7,Manual,9,22,28,17.3,Others,1497,Bangalore
Hatchback,50406,1,Maruti,Maruti Alto 800,2015,3.12,Comprehensive,Petrol,5,Manual,9,6,17,22.05,Blue,796,Bangalore
Hatchback,26483,1,Hyundai,Hyundai Grand i10,2017,5.82,Comprehensive,Petrol,5,Manual,9,15,24,18.9,Blue,1197,Bangalore
Hatchback,80000,2,Tata,Tata Indica V2,2015,1.5,Third Party insurance,Diesel,5,Manual,8,6,9,19.095,Others,1396,Bangalore
SUV,12104,1,Mahindra,Mahindra KUV 100,2018,6.18,Comprehensive,Petrol,6,Manual,9,12,23,18.15,Others,1198,Bangalore
Hatchback,23721,1,Honda,Honda Jazz,2021,9.16,Comprehensive,Petrol,5,Automatic,9,17,22,17.1,Silver,1199,Bangalore
Hatchback,80000,1,Ford,Ford Figo,2012,3.0,Third Party insurance,Diesel,5,Manual,9,10,16,19.095,Others,1399,Bangalore
Hatchback,8212,1,Maruti,Maruti S-Presso,2022,5.55,Comprehensive,Petrol,5,Manual,9,8,20,21.7,Silver,998,Bangalore
