body_type,km,ownerno,brand,model,modelyear,price_in_lakh,insurance_validity,fuel_type,seats,transmission,top_features_count,comfort_count,safety_count,mileage,color,displacement,city
Hatchback,85782,1,Maruti,Maruti Baleno,2017,4.71,Zero Dep,Petrol,5,Manual,9,11,24,21.4,Others,1197,Delhi
Hatchback,99547,1,Maruti,Maruti Baleno,2016,4.46,Zero Dep,Petrol,5,Manual,9,11,24,21.4,Others,1197,Delhi
Hatchback,30000,1,Renault,Renault KWID,2018,3.65,Comprehensive,Petrol,5,Automatic,9,9,21,24.04,Brown,999,Delhi
Hatchback,69455,1,Maruti,Maruti Celerio,2017,3.54,Zero Dep,Petrol,5,Manual,8,11,22,25.24,Others,998,Delhi
SUV,14000,1,Volkswagen,Volkswagen Taigun,2022,16.5,Comprehensive,Petrol,5,Automatic,9,24,29,17.88,White,1498,Delhi
SUV,40738,1,Ford,Ford Ecosport,2019,8.78,Zero Dep,Petrol,5,Automatic,9,21,33,14.8,White,1497,Delhi
Sedan,76000,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,19.1,Comprehensive,Petrol,5,Automatic,9,20,25,11.7,Silver,1796,Delhi
Hatchback,30000,1,Maruti,Maruti Swift,2020,5.25,Third Party insurance,Petrol,5,Manual,8,8,24,21.21,Others,1197,Delhi
SUV,50000,1,Ford,Ford Ecosport,2020,8.3,Third Party insurance,Diesel,5,Manual,9,20,34,19.095,Others,1498,Delhi
Sedan,90000,2,Nissan,Nissan Sunny,2012,2.0,Third Party insurance,Petrol,5,Manual,9,14,19,16.95,Others,1498,Delhi
Sedan,10700,1,Honda,Honda City,2022,13.45,Third Party insurance,Petrol,5,Automatic,9,26,32,18.3,Brown,1498,Delhi
Sedan,10000,1,Honda,Honda City,2022,13.45,Third Party insurance,Petrol,5,Automatic,9,26,32,18.3,Others,1498,Delhi
Hatchback,80000,2,Maruti,Maruti Wagon R,2017,3.5,Third Party insurance,Petrol,5,Manual,9,8,14,20.51,White,998,Delhi
SUV,36000,1,Audi,Audi Q7,2018,54.95,Comprehensive,Diesel,7,Automatic,9,29,38,14.75,Black,2967,Delhi
SUV,70000,1,Ford,Ford Endeavour,2018,23.0,Third Party insurance,Diesel,7,Automatic,9,20,32,10.91,Others,3198,Delhi
SUV,60000,1,Toyota,Toyota Fortuner,2015,16.0,Comprehensive,Diesel,7,Automatic,9,20,23,12.55,Silver,2982,Delhi
Sedan,34000,1,Mercedes-Benz,Mercedes-Benz CLA,2018,28.9,Comprehensive,Petrol,5,Automatic,9,24,28,15.04,Silver,1991,Delhi
Sedan,48430,1,Honda,Honda City,2016,7.46,Zero Dep,Petrol,5,Manual,9,20,23,17.8,White,1497,Delhi
SUV,93671,1,Ford,Ford Ecosport,2018,6.39,Zero Dep,Diesel,5,Manual,9,17,27,19.095,Silver,1498,Delhi
SUV,100000,2,Toyota,Toyota Fortuner,2015,14.49,Third Party insurance,Diesel,7,Automatic,9,12,23,12.55,White,2982,Delhi
Sedan,108665,2,Maruti,Maruti Ciaz,2018,7.36,Third Party insurance,Petrol,5,Automatic,9,20,29,20.28,Black,1462,Delhi
Hatchback,17447,1,Tata,Tata Tiago,2022,7.49,Comprehensive,CNG,5,Manual,9,10,22,26.49,Silver,1199,Delhi
SUV,19000,1,Mahindra,Mahindra XUV700,2022,27.5,Zero Dep,Diesel,7,Manual,9,19,27,19.095,White,2198,Delhi
SUV,100579,2,Renault,Renault Duster,2019,6.93,Zero Dep,Diesel,5,Manual,9,17,24,19.87,Silver,1461,Delhi
Hatchback,80000,1,Nissan,Nissan Micra,2013,2.75,Third Party insurance,Petrol,5,Automatic,9,14,24,19.34,Others,1198,Delhi
Hatchback,65039,1,Hyundai,Hyundai Santro,2019,4.75,Zero Dep,Petrol,5,Manual,9,15,28,20.3,White,1086,Delhi
SUV,60000,1,Ford,Ford Endeavour,2017,23.0,Comprehensive,Diesel,7,Automatic,9,20,32,10.91,Grey,3198,Delhi
Hatchback,50000,4,Hyundai,Hyundai i10,2010,1.5,Third Party insurance,Petrol,5,Manual,8,9,12,19.81,Others,1086,Delhi
Sedan,65000,1,Honda,Honda City,2015,6.65,Comprehensive,Petrol,5,Automatic,9,21,23,19.095,Brown,1497,Delhi
Hatchback,84000,3,Hyundai,Hyundai i20,2011,2.25,Comprehensive,Petrol,5,Manual,9,14,17,19.095,White,1197,Delhi
SUV,35000,1,Toyota,Toyota Fortuner,2021,35.0,Zero Dep,Petrol,7,Automatic,9,31,35,10.26,Brown,2694,Delhi
SUV,80000,1,Maruti,Maruti Vitara Brezza,2018,8.5,Third Party insurance,Diesel,5,Manual,9,22,27,24.3,Others,1248,Delhi
SUV,16500,1,Toyota,Toyota Hyryder,2023,19.85,Comprehensive,Petrol,5,Manual,9,19,30,19.39,White,1462,Delhi
SUV,40000,2,Toyota,Toyota Fortuner,2019,31.0,Third Party insurance,Diesel,7,Manual,9,28,35,14.24,Black,2755,Delhi
Sedan,50500,1,Honda,Honda City,2016,5.5,Third Party insurance,Petrol,5,Manual,9,17,23,17.8,Green,1497,Delhi
Sedan,90000,2,Tata,Tata Zest,2016,2.85,Third Party insurance,Petrol,5,Manual,9,9,24,17.57,Black,1193,Delhi
Sedan,80000,2,Honda,Honda City,2010,3.0,Third Party insurance,Petrol,5,Automatic,9,17,20,16.8,Others,1497,Delhi
Hatchback,40462,2,Hyundai,Hyundai Santro Xing,2011,1.85,Comprehensive,Petrol,5,Manual,7,6,10,19.095,Silver,1086,Delhi
Hatchback,40000,1,Maruti,Maruti Swift,2018,5.25,Comprehensive,Petrol,5,Manual,8,8,21,19.095,Silver,1197,Delhi
Sedan,150000,1,Maruti,Maruti Swift Dzire,2013,3.75,Third Party insurance,Diesel,5,Manual,9,13,17,23.4,Others,1248,Delhi
Sedan,47761,1,Hyundai,Hyundai Verna,2020,10.12,Comprehensive,Petrol,5,Manual,9,27,25,17.7,White,1497,Delhi
SUV,80488,1,Hyundai,Hyundai Creta,2020,13.5,Third Party insurance,Diesel,5,Manual,9,26,30,19.095,Black,1493,Delhi
Hatchback,70000,1,Maruti,Maruti S-Presso,2020,4.0,Third Party insurance,CNG,4,Manual,9,5,19,31.2,Others,998,Delhi
SUV,17204,1,Tata,Tata New Safari,2022,19.3,Comprehensive,Diesel,7,Manual,9,19,23,16.14,White,1956,Delhi
Hatchback,66000,1,Hyundai,Hyundai Grand i10,2017,5.25,Comprehensive,Petrol,5,Automatic,9,15,24,18.9,Silver,1197,Delhi
Hatchback,41900,1,Renault,Renault KWID,2019,4.25,Comprehensive,Petrol,5,Manual,9,9,21,25.17,Silver,799,Delhi
Hatchback,45000,1,Hyundai,Hyundai Grand i10,2019,5.25,Comprehensive,Petrol,5,Manual,9,16,25,18.9,Grey,1197,Delhi
Hatchback,52000,1,Volkswagen,Volkswagen Polo,2013,3.75,Comprehensive,Petrol,5,Manual,9,11,20,16.47,Blue,1198,Delhi
SUV,40000,1,Hyundai,Hyundai Alcazar,2021,21.0,Third Party insurance,Diesel,7,Automatic,9,29,32,18.1,Others,1493,Delhi
Sedan,64000,1,Honda,Honda Amaze,2015,4.1,Comprehensive,Petrol,5,Manual,9,15,16,19.095,Silver,1198,Delhi
SUV,76500,1,Mahindra,Mahindra KUV 100 NXT,2018,4.35,Third Party insurance,CNG,6,Manual,8,6,18,18.15,Silver,1198,Delhi
Sedan,48000,1,Honda,Honda City,2016,6.45,Third Party insurance,Petrol,5,Manual,9,17,23,17.8,Red,1497,Delhi
SUV,42000,1,Tata,Tata Nexon,2019,7.75,Comprehensive,Petrol,5,Automatic,9,10,22,19.095,White,1198,Delhi
SUV,50000,2,Renault,Renault Duster,2014,3.75,Comprehensive,Petrol,5,Manual,9,15,21,13.24,Brown,1598,Delhi
SUV,55000,2,Ford,Ford Ecosport,2017,6.5,Comprehensive,Petrol,5,Manual,9,20,29,15.9,Grey,1496,Delhi
Sedan,90000,2,Volkswagen,Volkswagen Vento,2010,2.05,Third Party insurance,Petrol,5,Manual,9,17,18,15.04,Others,1598,Delhi
Sedan,72000,1,Mercedes-Benz,Mercedes-Benz E-Class,2015,23.9,Comprehensive,Petrol,5,Automatic,9,20,28,19.095,White,1991,Delhi
SUV,33091,2,Mahindra,Mahindra KUV 100,2018,5.29,Zero Dep,Petrol,6,Manual,9,12,23,18.15,Red,1198,Delhi
Hatchback,40838,1,Renault,Renault KWID,2018,3.0,Third Party insurance,Petrol,5,Manual,8,5,20,22.25,Others,799,Delhi
Sedan,56000,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,24.0,Comprehensive,Petrol,5,Automatic,9,20,25,11.74,White,1796,Delhi
MUV,71914,1,Toyota,Toyota Innova Crysta,2018,16.78,Comprehensive,Diesel,7,Manual,9,24,31,19.095,Silver,2393,Delhi
Hatchback,67043,1,Maruti,Maruti Swift,2017,4.99,Comprehensive,Petrol,5,Manual,9,11,26,22.38,Silver,1197,Delhi
SUV,18000,1,Mini,Mini Cooper Countryman,2021,32.75,Comprehensive,Petrol,5,Automatic,9,26,32,14.34,Silver,1998,Delhi
Sedan,100010,1,Toyota,Toyota Etios,2011,2.07,Comprehensive,Petrol,5,Manual,9,13,21,17.6,Silver,1496,Delhi
Hatchback,70000,2,Maruti,Maruti Celerio,2016,3.9,Third Party insurance,Petrol,5,Automatic,8,10,13,23.1,Others,998,Delhi
Sedan,56857,1,Honda,Honda City,2015,6.03,Comprehensive,Petrol,5,Manual,9,18,23,17.4,Silver,1497,Delhi
Sedan,120000,1,Toyota,Toyota Camry,2014,14.0,Third Party insurance,Petrol,5,Automatic,9,16,26,19.16,Others,2494,Delhi
SUV,92000,1,Mercedes-Benz,Mercedes-Benz GL-Class,2015,31.5,Third Party insurance,Diesel,7,Automatic,9,24,30,11.3,White,2987,Delhi
Sedan,45000,1,Mercedes-Benz,Mercedes-Benz E-Class,2019,50.0,Comprehensive,Diesel,5,Automatic,9,31,37,16.1,White,1950,Delhi
MUV,68000,1,Toyota,Toyota Innova Crysta,2019,17.25,Zero Dep,Diesel,8,Automatic,9,18,26,11.36,Grey,2755,Delhi
SUV,36000,1,Mercedes-Benz,Mercedes-Benz GLC,2020,52.4,Comprehensive,Petrol,5,Automatic,9,31,42,12.74,Black,1991,Delhi
Sedan,67000,2,BMW,BMW 7 Series,2012,16.0,Comprehensive,Petrol,5,Automatic,9,20,25,8.45,Grey,2979,Delhi
Sedan,37000,1,Toyota,Toyota Corolla Altis,2017,12.5,Comprehensive,Petrol,5,Manual,9,21,27,14.28,Brown,1798,Delhi
SUV,9150,1,MG,MG Hector Plus,2021,19.25,Comprehensive,Petrol,6,Automatic,9,20,24,16.56,Silver,1451,Delhi
Hatchback,100000,3,Hyundai,Hyundai i20,2012,2.5,Third Party insurance,Diesel,5,Manual,9,14,17,19.095,Others,1396,Delhi
Sedan,10000,1,Honda,Honda Amaze,2022,9.35,Third Party insurance,Petrol,5,Automatic,9,19,26,18.3,Others,1199,Delhi
MUV,116059,1,Maruti,Maruti Ertiga,2013,5.51,Third Party insurance,CNG,7,Manual,9,14,27,26.11,Silver,1462,Delhi
Hatchback,18254,1,Maruti,Maruti Ignis,2022,5.06,Comprehensive,Petrol,5,Manual,8,7,22,20.89,Others,1197,Delhi
SUV,61200,1,Land Rover,Land Rover Range Rover Sport,2016,63.0,Comprehensive,Diesel,5,Automatic,9,25,28,12.65,Blue,2993,Delhi
Sedan,108133,1,Honda,Honda Amaze,2016,4.22,Zero Dep,Petrol,5,Manual,9,15,21,19.095,White,1198,Delhi
MUV,66198,1,Maruti,Maruti Ertiga,2014,6.31,Comprehensive,Petrol,7,Manual,9,14,27,20.51,Blue,1462,Delhi
Hatchback,49000,1,Maruti,Maruti Baleno,2017,5.9,Third Party insurance,Petrol,5,Manual,9,16,30,21.01,Silver,1197,Delhi
Hatchback,89733,1,Hyundai,Hyundai Grand i10,2017,4.99,Zero Dep,Petrol,5,Automatic,9,15,24,18.9,Others,1197,Delhi
Hatchback,20000,1,Maruti,Maruti Swift,2022,7.85,Third Party insurance,Petrol,5,Automatic,9,10,27,22.56,Others,1197,Delhi
Hatchback,90360,2,Hyundai,Hyundai i20,2014,3.25,Comprehensive,Diesel,5,Manual,9,10,19,21.9,Silver,1396,Delhi
SUV,44000,1,Land Rover,Land Rover Discovery Sport,2017,36.0,Comprehensive,Petrol,5,Automatic,9,19,28,12.63,Red,1999,Delhi
Sedan,26000,1,Toyota,Toyota Yaris,2020,9.25,Comprehensive,Petrol,5,Automatic,9,22,26,17.8,Red,1496,Delhi
Sedan,68000,1,Maruti,Maruti Ciaz,2016,6.45,Third Party insurance,Petrol,5,Manual,9,22,23,20.73,Silver,1373,Delhi
Sedan,60000,1,Maruti,Maruti Ciaz,2018,7.6,Third Party insurance,Petrol,5,Manual,9,18,25,21.56,Grey,1462,Delhi
Sedan,20000,1,BMW,BMW 3 Series,2020,42.0,Comprehensive,Petrol,5,Automatic,9,29,35,16.13,White,1998,Delhi
Sedan,8000,1,Honda,Honda City,2021,12.45,Third Party insurance,Petrol,5,Manual,9,26,27,17.4,Brown,1497,Delhi
SUV,120000,1,Renault,Renault Duster,2014,5.0,Third Party insurance,Diesel,5,Manual,9,15,22,19.01,Others,1461,Delhi
Hatchback,70000,1,Maruti,Maruti Wagon R,2015,2.8,Third Party insurance,CNG,5,Manual,9,8,14,26.6,Others,998,Delhi
Sedan,90000,3,Honda,Honda City,2009,1.15,Third Party insurance,Petrol,5,Manual,9,17,20,19.095,Gold,1497,Delhi
SUV,70000,1,Ford,Ford Ecosport,2018,6.0,Third Party insurance,Diesel,5,Manual,9,17,27,19.095,Gray,1498,Delhi
SUV,70000,1,Tata,Tata Harrier,2021,16.5,Third Party insurance,Diesel,5,Manual,9,17,26,16.35,White,1956,Delhi
SUV,14445,2,Hyundai,Hyundai Venue,2021,8.53,Zero Dep,Petrol,5,Manual,9,20,29,18.27,White,998,Delhi
SUV,29847,2,Tata,Tata Nexon,2019,8.61,Zero Dep,Petrol,5,Automatic,9,17,24,19.095,Silver,1198,Delhi
Sedan,80000,2,Volkswagen,Volkswagen Vento,2011,2.75,Third Party insurance,Petrol,5,Manual,9,17,18,15.04,Others,1598,Delhi
Hatchback,88443,1,Hyundai,Hyundai Grand i10,2014,4.18,Comprehensive,Petrol,5,Automatic,9,16,17,18.9,Red,1197,Delhi
Hatchback,82892,2,Hyundai,Hyundai i10,2011,1.9,Third Party insurance,Petrol,5,Manual,8,10,10,20.36,Silver,1197,Delhi
SUV,14500,1,Mahindra,Mahindra Thar,2023,18.5,Third Party insurance,Diesel,4,Automatic,9,12,24,19.095,Brown,2184,Delhi
Hatchback,59549,1,Hyundai,Hyundai i20 Active,2015,5.19,Comprehensive,Petrol,5,Manual,9,18,24,17.19,White,1197,Delhi
Hatchback,70000,1,Maruti,Maruti Wagon R,2015,3.2,Third Party insurance,CNG,5,Manual,9,8,14,26.6,Others,998,Delhi
Hatchback,64228,2,Maruti,Maruti Wagon R,2019,5.01,Zero Dep,CNG,5,Manual,8,7,19,33.54,Silver,998,Delhi
Hatchback,10000,1,Maruti,Maruti Swift,2022,7.0,Third Party insurance,Petrol,5,Manual,9,11,26,22.38,Others,1197,Delhi
SUV,60000,2,Ford,Ford Ecosport,2018,6.0,Third Party insurance,Diesel,5,Manual,9,17,27,19.095,Others,1498,Delhi
SUV,32000,1,Tata,Tata Nexon,2018,6.75,Third Party insurance,Petrol,5,Automatic,9,10,22,19.095,Grey,1198,Delhi
Hatchback,20000,1,Maruti,Maruti Swift,2019,5.5,Third Party insurance,Petrol,5,Manual,8,8,24,21.21,Others,1197,Delhi
Hatchback,65000,1,Maruti,Maruti Wagon R,2016,3.45,Comprehensive,CNG,5,Manual,8,7,19,33.54,Grey,998,Delhi
Hatchback,23900,1,Maruti,Maruti Wagon R,2021,5.41,Comprehensive,CNG,5,Manual,8,7,21,33.54,White,998,Delhi
Hatchback,2900,1,Maruti,Maruti Alto K10,2023,4.3,Comprehensive,Petrol,5,Manual,9,7,21,24.39,Grey,998,Delhi
SUV,15000,1,Hyundai,Hyundai Venue,2022,8.6,Comprehensive,Petrol,5,Manual,9,12,29,19.095,Blue,1197,Delhi
Hatchback,11200,1,Hyundai,Hyundai Santro,2022,5.3,Comprehensive,Petrol,5,Manual,9,12,22,20.3,Grey,1086,Delhi
SUV,17000,1,Tata,Tata Nexon EV Prime,2023,14.23,Comprehensive,Electric,5,Automatic,9,21,21,19.095,Grey,0,Delhi
SUV,1900,1,Kia,Kia Sonet,2023,10.7,Comprehensive,Petrol,5,Manual,9,15,30,18.2,White,998,Delhi
Hatchback,70098,1,Hyundai,Hyundai i10,2010,1.73,Comprehensive,Petrol,5,Manual,8,10,10,20.36,Silver,1197,Delhi
SUV,30498,1,Nissan,Nissan Magnite,2021,7.07,Comprehensive,Petrol,5,Manual,9,22,34,18.75,Black,999,Delhi
Sedan,33000,1,Honda,Honda Amaze,2021,8.2,Comprehensive,Petrol,5,Automatic,9,19,26,18.3,Grey,1199,Delhi
SUV,7243,1,Renault,Renault Kiger,2021,8.28,Third Party insurance,Petrol,5,Manual,9,18,25,20.5,Blue,999,Delhi
SUV,7867,1,Maruti,Maruti Brezza,2023,12.55,Comprehensive,Petrol,5,Manual,9,18,26,19.89,Silver,1462,Delhi
SUV,110000,2,Maruti,Maruti Vitara Brezza,2018,6.9,Third Party insurance,Diesel,5,Manual,9,22,27,24.3,Others,1248,Delhi
MUV,49650,1,Renault,Renault Triber,2022,6.16,Comprehensive,Petrol,7,Manual,9,9,23,19.095,Orange,999,Delhi
SUV,5301,1,Tata,Tata New Safari,2022,20.99,Comprehensive,Diesel,6,Manual,9,19,27,16.14,Blue,1956,Delhi
SUV,21366,1,Hyundai,Hyundai Venue,2019,8.0,Comprehensive,Petrol,5,Manual,9,13,26,18.27,White,998,Delhi
SUV,40099,1,Jeep,Jeep Compass,2021,24.5,Comprehensive,Diesel,5,Automatic,9,25,39,14.9,Grey,1956,Delhi
Sedan,100000,1,Ford,Ford Aspire,2015,3.15,Third Party insurance,Diesel,5,Manual,9,18,23,25.83,Others,1498,Delhi
Sedan,48000,1,Honda,Honda City,2015,6.5,Comprehensive,Petrol,5,Manual,9,18,23,17.4,White,1497,Delhi
SUV,29000,1,Mercedes-Benz,Mercedes-Benz GLE,2020,78.0,Comprehensive,Diesel,5,Automatic,9,32,38,19.095,White,1950,Delhi
Hatchback,120000,1,Maruti,Maruti Wagon R,2017,3.1,Third Party insurance,CNG,5,Manual,9,8,14,26.6,Others,998,Delhi
SUV,58000,1,Tata,Tata Nexon,2019,8.25,Third Party insurance,Petrol,5,Automatic,9,17,24,19.095,Blue,1198,Delhi
Sedan,58000,1,Honda,Honda Amaze,2016,4.85,Comprehensive,Petrol,5,Manual,9,15,17,17.8,Red,1198,Delhi
Sedan,50000,1,Honda,Honda Amaze,2015,3.5,Third Party insurance,Petrol,5,Manual,9,15,16,19.095,Others,1198,Delhi
Sedan,32000,1,Honda,Honda Amaze,2019,7.95,Comprehensive,Petrol,5,Automatic,9,16,22,18.1,Maroon,1199,Delhi
Sedan,9900,1,BMW,BMW 3 Series,2020,40.9,Comprehensive,Diesel,5,Automatic,9,29,34,20.37,Orange,1995,Delhi
Hatchback,3721,1,Maruti,Maruti Swift,2017,4.7,Third Party insurance,Petrol,5,Manual,8,8,21,20.4,White,1197,Delhi
Hatchback,16564,1,Hyundai,Hyundai Grand i10 Nios,2020,6.25,Comprehensive,Petrol,5,Manual,9,15,24,20.7,Grey,1197,Delhi
SUV,34000,1,BMW,BMW X5,2019,72.9,Comprehensive,Diesel,5,Automatic,9,31,38,13.38,Blue,2993,Delhi
SUV,15992,1,Tata,Tata Punch,2022,7.94,Comprehensive,Petrol,5,Manual,9,14,20,20.09,Silver,1199,Delhi
Hatchback,91380,1,Maruti,Maruti Alto K10,2015,2.66,Comprehensive,Petrol,5,Manual,9,9,19,23.95,White,998,Delhi
Sedan,50000,1,Mercedes-Benz,Mercedes-Benz CLA,2017,23.9,Comprehensive,Petrol,5,Automatic,9,24,28,15.04,Blue,1991,Delhi
Hatchback,47231,2,Maruti,Maruti Alto K10,2017,2.96,Comprehensive,Petrol,5,Manual,9,7,20,24.39,Silver,998,Delhi
SUV,20500,1,Toyota,Toyota Fortuner,2018,30.9,Comprehensive,Diesel,7,Automatic,9,31,35,12.9,White,2755,Delhi
SUV,89908,1,Maruti,Maruti Vitara Brezza,2018,6.07,Third Party insurance,Diesel,5,Manual,9,11,22,24.3,Blue,1248,Delhi
SUV,60000,1,Mercedes-Benz,Mercedes-Benz GLC,2018,40.0,Comprehensive,Diesel,5,Automatic,9,25,30,17.9,White,2143,Delhi
SUV,34000,1,BMW,BMW X1,2018,27.5,Comprehensive,Diesel,5,Automatic,9,29,36,20.68,White,1995,Delhi
Hatchback,30000,1,Toyota,Toyota Glanza,2022,7.4,Third Party insurance,Petrol,5,Manual,9,11,25,22.35,Silver,1197,Delhi
Hatchback,120000,1,Fiat,Fiat Punto,2013,1.15,Third Party insurance,Diesel,5,Manual,9,7,12,20.3,Red,1248,Delhi
Hatchback,99100,1,Hyundai,Hyundai i10,2010,1.67,Third Party insurance,Petrol,5,Manual,8,6,11,19.81,White,1086,Delhi
SUV,22000,1,Jeep,Jeep Compass,2019,14.75,Comprehensive,Petrol,5,Automatic,9,14,23,19.095,Black,1368,Delhi
SUV,22120,1,BMW,BMW X1,2017,19.95,Third Party insurance,Diesel,5,Automatic,9,27,36,20.68,White,1995,Delhi
SUV,30120,1,Mahindra,Mahindra XUV500,2020,12.65,Comprehensive,Diesel,7,Manual,9,16,22,19.095,Silver,2179,Delhi
MUV,4000,1,Renault,Renault Triber,2023,8.35,Comprehensive,Petrol,7,Automatic,9,16,26,18.2,Silver,999,Delhi
SUV,14800,1,Hyundai,Hyundai Venue,2021,10.95,Comprehensive,Diesel,5,Manual,9,25,35,23.7,White,1493,Delhi
Sedan,8120,1,Honda,Honda Civic,2020,19.5,Comprehensive,Petrol,5,Automatic,9,25,35,16.5,White,1799,Delhi
Hatchback,54650,1,Hyundai,Hyundai i20,2012,3.09,Comprehensive,Petrol,5,Manual,9,10,15,18.5,Grey,1197,Delhi
Hatchback,99343,1,Hyundai,Hyundai i10,2010,2.05,Comprehensive,Petrol,5,Manual,8,9,12,19.81,Red,1086,Delhi
SUV,22800,1,Jeep,Jeep Compass,2020,16.99,Comprehensive,Diesel,5,Manual,9,14,22,17.1,White,1956,Delhi
Hatchback,37961,2,Maruti,Maruti Wagon R,2014,3.03,Comprehensive,Petrol,5,Manual,9,8,14,20.51,Silver,998,Delhi
Hatchback,76751,2,Maruti,Maruti Alto K10,2016,2.64,Third Party insurance,Petrol,5,Manual,9,7,20,24.39,White,998,Delhi
SUV,6000,1,Mahindra,Mahindra Scorpio N,2022,23.95,Comprehensive,Petrol,6,Automatic,9,16,21,19.095,Green,1997,Delhi
SUV,24788,1,MG,MG Astor,2021,15.41,Comprehensive,Petrol,5,Automatic,9,24,39,14.34,Red,1349,Delhi
SUV,90000,2,Mitsubishi,Mitsubishi Outlander,2010,4.0,Third Party insurance,Petrol,5,Automatic,9,19,24,11.3,Gray,2360,Delhi
Hatchback,70036,1,Maruti,Maruti Alto K10,2017,3.08,Comprehensive,Petrol,5,Manual,9,7,20,24.39,Silver,998,Delhi
SUV,45500,2,Mahindra,Mahindra XUV500,2019,10.0,Comprehensive,Diesel,7,Manual,9,23,25,19.095,Black,2179,Delhi
SUV,16000,1,Audi,Audi Q5,2022,57.0,Comprehensive,Petrol,5,Automatic,7,1,5,13.47,Blue,1984,Delhi
Hatchback,75000,1,Hyundai,Hyundai i20,2012,2.4,Third Party insurance,Petrol,5,Manual,9,14,17,19.095,Red,1197,Delhi
Sedan,19000,1,Mercedes-Benz,Mercedes-Benz S-Class,2012,24.5,Third Party insurance,Petrol,5,Automatic,9,20,26,10.13,Silver,3498,Delhi
Hatchback,40000,2,Mercedes-Benz,Mercedes-Benz A Class,2014,12.9,Comprehensive,Diesel,5,Automatic,9,20,30,19.095,White,2143,Delhi
Sedan,20000,1,Jaguar,Jaguar XE,2019,32.5,Third Party insurance,Petrol,5,Automatic,9,27,34,13.5,White,1999,Delhi
Sedan,61000,2,Honda,Honda City,2013,4.4,Comprehensive,Petrol,5,Automatic,9,14,18,15.6,Black,1497,Delhi
MUV,126000,1,Toyota,Toyota Innova,2013,6.7,Third Party insurance,Diesel,7,Manual,9,11,13,12.99,Silver,2494,Delhi
Sedan,30000,1,Maruti,Maruti Ciaz,2018,8.0,Third Party insurance,Petrol,5,Automatic,9,21,25,19.12,Others,1373,Delhi
MUV,77293,1,Maruti,Maruti Ertiga,2019,9.21,Third Party insurance,Petrol,7,Manual,9,14,26,19.34,Silver,1462,Delhi
Sedan,110000,1,Maruti,Maruti Swift Dzire,2013,3.1,Third Party insurance,Petrol,5,Manual,9,13,17,19.1,Grey,1197,Delhi
Hatchback,25502,1,Maruti,Maruti Alto K10,2019,3.58,Comprehensive,Petrol,5,Manual,9,7,20,24.39,Silver,998,Delhi
Hatchback,57120,1,Maruti,Maruti Celerio,2016,3.9,Comprehensive,Petrol,5,Automatic,9,11,25,19.095,Silver,998,Delhi
MUV,97000,1,Toyota,Toyota Innova Crysta,2016,13.5,Comprehensive,Diesel,8,Automatic,9,18,26,11.36,Grey,2755,Delhi
Hatchback,51868,1,Maruti,Maruti Wagon R,2017,3.45,Third Party insurance,Petrol,5,Manual,9,11,17,20.51,White,998,Delhi
Hatchback,52725,1,Hyundai,Hyundai i10,2010,2.08,Comprehensive,Petrol,5,Manual,9,10,13,20.36,Yellow,1197,Delhi
Hatchback,50000,1,Maruti,Maruti Swift,2014,3.2,Third Party insurance,Diesel,5,Manual,9,10,21,25.2,Others,1248,Delhi
Hatchback,84929,1,Hyundai,Hyundai i10,2012,2.1,Comprehensive,Petrol,5,Manual,8,10,10,20.36,Silver,1197,Delhi
SUV,42000,1,Honda,Honda WR-V,2017,6.75,Third Party insurance,Petrol,5,Manual,9,21,28,17.5,White,1199,Delhi
MUV,21515,1,Maruti,Maruti XL6,2019,11.0,Comprehensive,Petrol,6,Automatic,9,19,29,20.27,Silver,1462,Delhi
Sedan,50000,2,Audi,Audi A6,2015,12.0,Third Party insurance,Diesel,5,Automatic,9,20,30,17.68,Others,1968,Delhi
SUV,42000,1,Mercedes-Benz,Mercedes-Benz GLC,2020,52.0,Comprehensive,Petrol,5,Automatic,9,31,42,12.74,Blue,1991,Delhi
Hatchback,53000,1,Tata,Tata Tiago,2019,4.4,Comprehensive,Petrol,5,Manual,8,9,21,23.84,Grey,1199,Delhi
Hatchback,71000,1,Maruti,Maruti Celerio,2016,3.85,Third Party insurance,Petrol,5,Automatic,8,10,13,23.1,White,998,Delhi
Sedan,48000,1,Honda,Honda Amaze,2019,7.2,Comprehensive,Petrol,5,Automatic,9,15,19,18.1,Silver,1199,Delhi
Hatchback,56000,1,Maruti,Maruti Baleno,2018,5.4,Comprehensive,Petrol,5,Manual,9,11,24,21.4,White,1197,Delhi
SUV,60000,1,Maruti,Maruti Vitara Brezza,2018,8.25,Third Party insurance,Diesel,5,Manual,9,22,27,24.3,Others,1248,Delhi
Hatchback,50000,1,Tata,Tata Altroz,2021,7.2,Third Party insurance,Petrol,5,Manual,9,15,26,19.33,Others,1199,Delhi
Hatchback,120000,1,Maruti,Maruti Wagon R,2016,2.3,Third Party insurance,CNG,5,Manual,9,8,14,26.6,White,998,Delhi
Hatchback,50000,2,Maruti,Maruti Ritz,2011,2.0,Third Party insurance,Petrol,5,Manual,8,5,13,18.5,Others,1197,Delhi
MUV,30000,1,Maruti,Maruti Ertiga,2022,11.6,Third Party insurance,CNG,7,Manual,9,19,28,26.11,Gray,1462,Delhi
